176;keySensitiveBolt@3.0:
114;keySensitiveBolt@3.0:
434;keySensitiveBolt@3.0:
372;keySensitiveBolt@3.0:
310;keySensitiveBolt@3.0:
248;keySensitiveBolt@3.0:
187;keySensitiveBolt@3.0:
444;keySensitiveBolt@3.0:
125;keySensitiveBolt@3.0:
382;keySensitiveBolt@3.0:
63;keySensitiveBolt@3.0:
timestamp;actions
64;keySensitiveBolt@1.0:
1;keySensitiveBolt@1.0:
451;keySensitiveBolt@1.0:
388;keySensitiveBolt@1.0:
326;keySensitiveBolt@1.0:
263;keySensitiveBolt@1.0:
201;keySensitiveBolt@1.0:
138;keySensitiveBolt@1.0:
75;keySensitiveBolt@1.0:
12;keySensitiveBolt@1.0:
399;keySensitiveBolt@1.0:
336;keySensitiveBolt@1.0:
274;keySensitiveBolt@1.0:
211;keySensitiveBolt@1.0:
148;keySensitiveBolt@1.0:
85;keySensitiveBolt@1.0:
22;keySensitiveBolt@1.0:
409;keySensitiveBolt@1.0:
346;keySensitiveBolt@1.0:
284;keySensitiveBolt@1.0:
221;keySensitiveBolt@1.0:
159;keySensitiveBolt@1.0:
96;keySensitiveBolt@1.0:
33;keySensitiveBolt@1.0:
420;keySensitiveBolt@1.0:
357;keySensitiveBolt@1.0:
294;keySensitiveBolt@1.0:
232;keySensitiveBolt@1.0:
169;keySensitiveBolt@1.0:
106;keySensitiveBolt@1.0:
43;keySensitiveBolt@1.0:
430;keySensitiveBolt@1.0:
367;keySensitiveBolt@1.0:
305;keySensitiveBolt@1.0:
242;keySensitiveBolt@1.0:
180;keySensitiveBolt@1.0:
117;keySensitiveBolt@1.0:
54;keySensitiveBolt@1.0:
441;keySensitiveBolt@1.0:
378;keySensitiveBolt@1.0:
315;keySensitiveBolt@1.0:
253;keySensitiveBolt@1.0:
190;keySensitiveBolt@1.0:
127;keySensitiveBolt@1.0:
timestamp;actions
1;keySensitiveBolt@1.0:
258;keySensitiveBolt@1.0:
516;keySensitiveBolt@1.0:
134;keySensitiveBolt@1.0:
392;keySensitiveBolt@1.0:
11;keySensitiveBolt@1.0:
268;keySensitiveBolt@1.0:
145;keySensitiveBolt@1.0:
402;keySensitiveBolt@1.0:
21;keySensitiveBolt@1.0:
278;keySensitiveBolt@1.0:
155;keySensitiveBolt@1.0:
412;keySensitiveBolt@1.0:
32;keySensitiveBolt@1.0:
289;keySensitiveBolt@1.0:
165;keySensitiveBolt@1.0:
423;keySensitiveBolt@1.0:
42;keySensitiveBolt@1.0:
299;keySensitiveBolt@1.0:
176;keySensitiveBolt@1.0:
433;keySensitiveBolt@1.0:
52;keySensitiveBolt@1.0:
309;keySensitiveBolt@1.0:
186;keySensitiveBolt@1.0:
443;keySensitiveBolt@1.0:
62;keySensitiveBolt@1.0:
320;keySensitiveBolt@1.0:
196;keySensitiveBolt@1.0:
454;keySensitiveBolt@1.0:
73;keySensitiveBolt@1.0:
330;keySensitiveBolt@1.0:
206;keySensitiveBolt@1.0:
464;keySensitiveBolt@1.0:
83;keySensitiveBolt@1.0:
340;keySensitiveBolt@1.0:
217;keySensitiveBolt@1.0:
474;keySensitiveBolt@1.0:
93;keySensitiveBolt@1.0:
351;keySensitiveBolt@1.0:
227;keySensitiveBolt@1.0:
485;keySensitiveBolt@1.0:
103;keySensitiveBolt@1.0:
361;keySensitiveBolt@1.0:
237;keySensitiveBolt@1.0:
495;keySensitiveBolt@1.0:
114;keySensitiveBolt@1.0:
371;keySensitiveBolt@1.0:
248;keySensitiveBolt@1.0:
505;keySensitiveBolt@1.0:
124;keySensitiveBolt@1.0:
381;keySensitiveBolt@1.0:
