"timestamp";"nbExecutors"
"48";"2"
"50";"2"
"52";"2"
"54";"2"
"56";"2"
"109";"16"
"111";"16"
"113";"16"
"115";"16"
"117";"16"
"119";"16"
"121";"16"
"123";"16"
"125";"16"
"127";"16"
"130";"16"
"132";"16"
"134";"16"
"136";"16"
"138";"16"
"140";"16"
"142";"16"
"144";"16"
"146";"16"
"148";"16"
"150";"16"
"153";"16"
"155";"16"
"157";"16"
"159";"16"
"161";"16"
"163";"16"
"165";"16"
"167";"16"
"169";"16"
"171";"16"
"173";"16"
"176";"16"
"178";"16"
"180";"16"
"182";"16"
"184";"16"
"186";"16"
"188";"16"
"190";"16"
"192";"16"
"194";"16"
"196";"16"
"199";"16"
"201";"16"
"203";"16"
"205";"16"
"207";"16"
"209";"16"
"211";"16"
"213";"16"
"215";"16"
"217";"16"
"219";"16"
"222";"16"
"224";"16"
"226";"16"
"228";"16"
"230";"16"
"232";"16"
"234";"16"
"236";"16"
"238";"16"
"240";"16"
"242";"16"
"244";"16"
"247";"16"
"249";"16"
"251";"16"
"253";"16"
"255";"16"
"257";"16"
"259";"16"
"261";"16"
"263";"16"
"265";"16"
"267";"16"
"270";"16"
"272";"16"
"274";"16"
"276";"16"
"278";"16"
"280";"16"
"282";"16"
"284";"16"
"286";"16"
"288";"16"
"290";"16"
"292";"16"
"295";"16"
"297";"16"
"299";"16"
"301";"16"
"303";"16"
"305";"16"
"307";"16"
"309";"16"
"311";"16"
"313";"16"
"315";"16"
"317";"16"
"320";"16"
"322";"16"
"324";"16"
"326";"16"
"328";"16"
"330";"16"
"332";"16"
"334";"16"
"336";"16"
"338";"16"
"340";"16"
"342";"16"
"344";"16"
"347";"16"
"349";"16"
"351";"16"
"353";"16"
"355";"16"
"357";"16"
"359";"16"
"361";"16"
"363";"16"
"366";"16"
"368";"16"
"370";"16"
"372";"16"
"374";"16"
"376";"16"
"378";"16"
"380";"16"
"382";"16"
"384";"16"
"386";"16"
"388";"16"
"391";"16"
"393";"16"
"395";"16"
"397";"16"
"399";"16"
"401";"16"
"403";"16"
"405";"16"
"407";"16"
"409";"16"
"411";"16"
"414";"16"
"416";"16"
"418";"16"
"420";"16"
"422";"16"
"424";"16"
"426";"16"
"428";"16"
"430";"16"
"432";"16"
"434";"16"
"437";"16"
"439";"16"
"441";"16"
"443";"16"
"445";"16"
"447";"16"
"449";"16"
"451";"16"
"453";"16"
"455";"16"
"457";"16"
"460";"16"
"462";"16"
"464";"16"
"466";"16"
"468";"16"
"470";"16"
"472";"16"
"474";"16"
"476";"16"
"478";"16"
"480";"16"
"483";"16"
"485";"16"
"487";"16"
"489";"16"
"491";"16"
"493";"16"
"495";"16"
"498";"16"
"500";"16"
"502";"16"
"504";"16"
"506";"16"
"508";"16"
"510";"16"
"513";"16"
"515";"16"
"517";"16"
"519";"16"
"521";"16"
"523";"16"
"525";"16"
"527";"16"
"529";"16"
"531";"16"
"533";"16"
"536";"16"
"538";"16"
"540";"16"
"542";"16"
"544";"16"
"546";"16"
"548";"16"
"550";"16"
"552";"16"
"554";"16"
"556";"16"
"559";"16"
"561";"16"
"563";"16"
"565";"16"
"567";"16"
"569";"16"
"571";"16"
"573";"16"
"575";"16"
"577";"16"
"579";"16"
"582";"16"
"584";"16"
"586";"16"
"588";"16"
"592";"16"
"594";"16"
"600";"16"
"602";"16"
"604";"16"
"606";"16"
"609";"16"
"611";"16"
"613";"16"
"615";"16"
"617";"16"
"619";"16"
"621";"16"
"623";"16"
"625";"16"
"627";"16"
"630";"16"
"632";"16"
"634";"16"
"636";"16"
"638";"16"
"640";"16"
"642";"16"
"644";"16"
"646";"16"
"648";"16"
"650";"16"
"653";"16"
"655";"16"
"657";"16"
"659";"16"
"661";"16"
"663";"16"
"665";"16"
"667";"16"
"669";"16"
"671";"16"
"673";"16"
"675";"16"
"678";"16"
"680";"16"
"682";"16"
"684";"16"
"686";"16"
"688";"16"
"690";"16"
"692";"16"
"694";"16"
"696";"16"
"698";"16"
"700";"16"
"702";"16"
"705";"16"
"707";"16"
"709";"16"
"711";"16"
"713";"16"
"715";"16"
"717";"16"
"719";"16"
"721";"16"
"723";"16"
"725";"16"
"727";"16"
"729";"16"
"732";"16"
"734";"16"
"736";"16"
"738";"16"
"740";"16"
"742";"16"
"744";"16"
"746";"16"
"748";"16"
"750";"16"
