"timestamp";"nbExecutors"
"63";"2"
"65";"2"
"67";"2"
"69";"2"
"71";"2"
"124";"14"
"126";"14"
"128";"14"
"130";"14"
"132";"14"
"134";"14"
"138";"12"
"140";"12"
"143";"12"
"197";"16"
"199";"16"
"201";"16"
"203";"16"
"205";"16"
"207";"16"
"209";"16"
"211";"16"
"213";"16"
"216";"16"
"218";"16"
"220";"16"
"222";"16"
"224";"16"
"226";"16"
"228";"16"
"230";"16"
"232";"16"
"234";"16"
"237";"16"
"239";"16"
"241";"16"
"244";"16"
"246";"16"
"249";"16"
"251";"16"
"253";"16"
"255";"16"
"258";"16"
"261";"16"
"263";"16"
"265";"16"
"267";"16"
"269";"16"
"271";"16"
"273";"16"
"275";"16"
"278";"16"
"280";"16"
"282";"16"
"284";"16"
"286";"16"
"288";"16"
"290";"16"
"292";"16"
"295";"16"
"297";"16"
"299";"16"
"301";"16"
"303";"16"
"305";"16"
"307";"16"
"309";"16"
"311";"16"
"313";"16"
"316";"16"
"318";"16"
"320";"16"
"322";"16"
"324";"16"
"326";"16"
"328";"16"
"330";"16"
"332";"16"
"334";"16"
"337";"16"
"339";"16"
"341";"16"
"343";"16"
"345";"16"
"347";"16"
"350";"16"
"352";"16"
"354";"16"
"357";"16"
"359";"16"
"361";"16"
"363";"16"
"365";"16"
"367";"16"
"369";"16"
"371";"16"
"373";"16"
"375";"16"
"377";"16"
"380";"16"
"382";"16"
"384";"16"
"386";"16"
"388";"16"
"390";"16"
"392";"16"
"394";"16"
"396";"16"
"398";"16"
"400";"16"
"403";"16"
"405";"16"
"407";"16"
"409";"16"
"411";"16"
"413";"16"
"415";"16"
"417";"16"
"419";"16"
"421";"16"
"423";"16"
"426";"16"
"428";"16"
"430";"16"
"436";"16"
"438";"16"
"444";"16"
"446";"16"
"448";"16"
"450";"16"
"452";"16"
"454";"16"
"456";"16"
"458";"16"
"461";"16"
"463";"16"
"465";"16"
"467";"16"
"469";"16"
"471";"16"
"473";"16"
"475";"16"
"477";"16"
"479";"16"
"481";"16"
"484";"16"
"486";"16"
"488";"16"
"490";"16"
"492";"16"
"494";"16"
"496";"16"
"498";"16"
"500";"16"
"502";"16"
"504";"16"
"507";"16"
"509";"16"
"511";"16"
"513";"16"
"515";"16"
"517";"16"
"519";"16"
"521";"16"
"523";"16"
"525";"16"
"527";"16"
"529";"16"
"532";"16"
"534";"16"
"536";"16"
"538";"16"
"540";"16"
"542";"16"
"544";"16"
"546";"16"
"548";"16"
"551";"16"
"553";"16"
"555";"16"
"557";"16"
"559";"16"
"561";"16"
"563";"16"
"565";"16"
"567";"16"
"569";"16"
"571";"16"
"573";"16"
"576";"16"
"578";"16"
"580";"16"
"582";"16"
"584";"16"
"586";"16"
"588";"16"
"590";"16"
"592";"16"
"594";"16"
"596";"16"
"598";"16"
"601";"16"
"603";"16"
"605";"16"
"607";"16"
"609";"16"
"611";"16"
"613";"16"
"615";"16"
"617";"16"
"619";"16"
"621";"16"
"624";"16"
"626";"16"
"628";"16"
"630";"16"
"632";"16"
"634";"16"
"636";"16"
"638";"16"
"640";"16"
"642";"16"
"644";"16"
"646";"16"
"649";"16"
"651";"16"
"653";"16"
"655";"16"
"657";"16"
"659";"16"
"661";"16"
"663";"16"
"665";"16"
"667";"16"
"669";"16"
"672";"16"
"674";"16"
"676";"16"
"678";"16"
"680";"16"
"682";"16"
"684";"16"
"686";"16"
"688";"16"
"690";"16"
"692";"16"
"694";"16"
"696";"16"
"699";"16"
"701";"16"
"703";"16"
"705";"16"
"707";"16"
"709";"16"
"711";"16"
"713";"16"
"715";"16"
"717";"16"
"719";"16"
"721";"16"
"724";"16"
"726";"16"
"728";"16"
"730";"16"
"732";"16"
"734";"16"
"736";"16"
"738";"16"
"740";"16"
"742";"16"
"744";"16"
"746";"16"
"748";"16"
"751";"16"
"753";"16"
"755";"16"
"757";"16"
"759";"16"
"761";"16"
"763";"16"
"765";"16"
"767";"16"
"769";"16"
"771";"16"
"773";"16"
"776";"16"
